OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,City,Area,RestaurantID,RestaurantName,Cuisine,RestaurantRating,ItemName,CategoryName,Quantity,UnitPrice,TotalAmount,OrderStatus,PaymentMode,PaymentStatus,PartnerName,VehicleType,DistanceKM,DeliveryTimeMin,FoodRating,DeliveryRating
ORD10100,2024-12-31 09:51:00,CUST2074,Ishaan Malhotra,Female,,Chennai,Anna Nagar,R013,Sweet Tooth,Desserts,,Gulab Jamun,Desserts,4.0,90.0,360.0,Delivered,UPI,Paid,Meera Bose,Bicycle,5.1,33.0,4.0,4.0
ORD10101,2024-11-05 00:00:00,CUST2075,Sai Patel,Female,30.0,Pune,Kharadi,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,3.0,130.0,390.0,Delivered,Wallet,Paid,Meera Bose,Bicycle,9.2,49.0,5.0,5.0
ORD10102,2024-06-25 03:20:00,CUST2076,Vivaan Iyer,Male,20.0,Pune,Kharadi,R005,Burger Point,Fast Food,,Veg Burger,Burger,2.0,110.0,220.0,Delivered,Cash on Delivery,Paid,Anika Kapoor,Scooter,9.9,,5.0,4.0
ORD10103,2024-02-20 18:49:00,CUST2008,Vihaan Pillai,,39.0,Kolkata,Park Street,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,4.0,180.0,720.0,Delivered,Credit Card,Paid,Suresh Kumar,Bicycle,5.2,38.0,4.0,5.0
ORD10104,2024-07-10 01:24:00,CUST2077,Rahul Singh,Male,47.0,Bangalore,,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,2.0,210.0,420.0,Delivered,UPI,Paid,Aditya Menon,E-Bike,4.3,29.0,4.0,5.0
ORD10105,2024-04-20 23:22:00,CUST2078,Suresh Kapoor,Male,47.0,Delhi,,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,1.0,210.0,210.0,Delivered,Wallet,Paid,Reyansh Sharma,Bicycle,9.1,40.0,5.0,5.0
ORD10106,2024-04-18 15:11:00,CUST2079,Pooja Reddy,Male,34.0,Pune,Hinjewadi,R013,Sweet Tooth,Desserts,4.6,Ice Cream Sundae,Desserts,3.0,150.0,450.0,Delivered,Cash on Delivery,Paid,Manoj Nair,Bicycle,5.9,32.0,5.0,5.0
ORD10107,2024-02-07 23:36:00,CUST2080,Ishaan Nair,Male,43.0,Mumbai,Powai,R009,The Bakers Oven,Bakery,4.0,Croissant,Bakery,2.0,90.0,180.0,Cancelled,Wallet,Failed,Meera Bose,Bike,1.4,13.0,,
ORD10108,2024-09-18 00:00:00,CUST2081,Ravi Kapoor,Male,26.0,Mumbai,Malad,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,4.0,90.0,360.0,Delivered,Debit Card,Paid,Meera Bose,E-Bike,10.9,57.0,4.0,4.0
ORD10109,2024-02-27 00:00:00,CUST2054,Vihaan Reddy,Male,28.0,Kolkata,Howrah,R013,Sweet Tooth,Desserts,,Brownie,Desserts,1.0,130.0,130.0,Delivered,,Paid,Manoj Nair,Bicycle,11.0,58.0,5.0,5.0
ORD10110,2024-02-23 00:00:00,CUST2082,Aditya Joshi,Male,25.0,Hyderabad,Gachibowli,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,4.0,180.0,720.0,Cancelled,Cash on Delivery,Refunded,Lakshmi Verma,E-Bike,13.2,71.0,,
ORD10111,2024-10-26 00:00:00,CUST2083,Deepak Kapoor,Female,42.0,Mumbai,Bandra,R008,Taco Fiesta,Mexican,3.8,Burrito Bowl,Main Course,3.0,240.0,720.0,Delivered,Debit Card,Paid,Suresh Kumar,E-Bike,3.5,24.0,4.0,4.0
ORD10112,2024-01-17 08:05:00,CUST2027,Priya Mukherjee,Female,27.0,Delhi,Connaught Place,R006,South Spice,South Indian,4.5,Idli Sambar,Breakfast,3.0,70.0,210.0,Delivered,Debit Card,Paid,Kavya Mukherjee,E-Bike,13.5,66.0,4.0,4.0
ORD10113,2024-08-27 02:31:00,CUST2011,Reyansh Reddy,Female,,Bangalore,Whitefield,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,3.0,70.0,210.0,Returned,,Refunded,Ishaan Joshi,Scooter,14.0,74.0,,
ORD10114,2024-09-10 00:00:00,CUST2084,Aarohi Verma,,,Chennai,Anna Nagar,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,1.0,260.0,260.0,Delivered,Cash on Delivery,Paid,Anika Kapoor,Bike,10.5,54.0,4.0,5.0
ORD10115,2024-03-09 00:00:00,CUST2085,Deepak Gupta,Female,36.0,Mumbai,Powai,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,1.0,260.0,260.0,Returned,Wallet,Refunded,Vikram Das,Bike,13.8,66.0,,
ORD10116,2024-06-30 18:16:00,CUST2086,Karthik Bose,Male,29.0,Pune,Hinjewadi,R015,Chaat Corner,Street Food,4.0,Pani Puri,Street Food,1.0,60.0,60.0,Delivered,Wallet,Paid,Ravi Rao,Scooter,7.3,45.0,4.0,5.0
ORD10117,2024-09-03 03:43:00,CUST2015,Myra Sharma,Male,60.0,,Banjara Hills,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,4.0,140.0,560.0,Returned,Debit Card,Refunded,Nikhil Malhotra,Scooter,12.0,68.0,,
ORD10118,2024-08-05 00:19:00,CUST2087,Pooja Kapoor,Female,38.0,Bangalore,HSR Layout,R011,Curry House,North Indian,,Butter Chicken,Main Course,2.0,260.0,520.0,Cancelled,Cash on Delivery,Failed,Reyansh Sharma,Bike,4.5,30.0,,
ORD10119,2024-04-07 16:58:00,CUST2088,Anika Menon,Male,,Bangalore,Electronic City,R002,Pizza Palace,Italian,4.1,Pepperoni Pizza,Pizza,3.0,320.0,960.0,Cancelled,Cash on Delivery,Failed,Kavya Mukherjee,Scooter,6.0,38.0,,
ORD10120,2024-01-24 23:37:00,CUST2078,Suresh Kapoor,Male,47.0,Delhi,Rohini,R007,Sushi Yama,Japanese,4.2,Miso Soup,Starters,5.0,150.0,750.0,Delivered,Wallet,Paid,Reyansh Sharma,Bike,8.3,46.0,5.0,3.0
ORD10121,2024-01-23 10:08:00,CUST2089,Anil Malhotra,Male,27.0,Hyderabad,Banjara Hills,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,4.0,210.0,840.0,Delivered,Credit Card,Paid,Vivaan Singh,E-Bike,12.3,64.0,5.0,5.0
ORD10122,2024-04-21 11:52:00,CUST2090,Vivaan Pillai,Female,34.0,Kolkata,Salt Lake,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,5.0,160.0,800.0,Delivered,UPI,Paid,Aarav Reddy,Bike,8.5,44.0,5.0,3.0
ORD10123,2024-02-01 08:22:00,CUST2091,Divya Menon,Male,42.0,Delhi,Connaught Place,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,5.0,320.0,1600.0,Cancelled,Debit Card,Refunded,Myra Pillai,E-Bike,8.3,48.0,,
ORD10124,2024-10-24 12:08:00,CUST2092,Vikram Malhotra,,45.0,Chennai,Adyar,R014,Healthy Bites,Salads,4.2,Caesar Salad,Salads,2.0,180.0,360.0,Delivered,Debit Card,Paid,Sai Iyer,Bicycle,14.1,75.0,5.0,5.0
ORD10125,2024-10-28 09:26:00,CUST2093,Aarohi Gupta,,22.0,Bangalore,Jayanagar,R001,Biryani Blues,Biryani,,Mutton Biryani,Main Course,5.0,280.0,1400.0,Returned,UPI,Refunded,Krishna Chatterjee,E-Bike,7.0,44.0,,
ORD10126,2024-04-16 00:00:00,CUST2065,Sneha Iyer,,41.0,Hyderabad,Banjara Hills,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,5.0,180.0,900.0,Delivered,Wallet,Paid,Reyansh Sharma,Scooter,13.2,82.0,5.0,4.0
ORD10127,2024-05-26 04:51:00,CUST2076,Vivaan Iyer,Male,20.0,Pune,Viman Nagar,R011,Curry House,North Indian,4.1,Dal Makhani,Main Course,4.0,180.0,720.0,Delivered,Cash on Delivery,Paid,Aarav Reddy,E-Bike,12.0,58.0,,4.0
ORD10128,2024-04-04 07:36:00,CUST2069,Gita Kumar,Male,38.0,Bangalore,HSR Layout,R004,Punjabi Tadka,North Indian,,Butter Chicken,Main Course,3.0,260.0,780.0,Returned,Credit Card,Refunded,Krishna Chatterjee,E-Bike,,,,
ORD10129,2024-11-08 00:00:00,CUST2043,Sneha Bose,Male,24.0,Hyderabad,Gachibowli,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,3.0,70.0,210.0,Delivered,Wallet,Paid,Krishna Chatterjee,Scooter,6.2,34.0,3.0,
ORD10130,2024-04-19 22:18:00,CUST2094,Deepak Gupta,Male,39.0,,Andheri,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,1.0,260.0,260.0,Returned,Cash on Delivery,Refunded,Suresh Kumar,Bicycle,,33.0,,
ORD10131,2024-02-08 21:14:00,CUST2095,Meera Patel,Female,41.0,Chennai,Adyar,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,4.0,210.0,840.0,Delivered,Credit Card,Paid,Ravi Rao,E-Bike,1.4,19.0,3.0,4.0
ORD10132,2024-06-03 00:00:00,CUST2096,Riya Reddy,Female,30.0,Mumbai,Bandra,R007,Sushi Yama,Japanese,4.2,Miso Soup,Starters,2.0,150.0,300.0,Delivered,Wallet,Paid,Sai Iyer,E-Bike,14.5,79.0,,4.0
ORD10133,2024-03-25 22:36:00,CUST2070,,Female,54.0,Bangalore,HSR Layout,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,1.0,140.0,140.0,Delivered,,Paid,Krishna Chatterjee,Bike,6.7,42.0,4.0,3.0
ORD10134,2024-11-11 00:00:00,CUST2097,Vihaan Desai,Female,58.0,Pune,Kharadi,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,4.0,70.0,280.0,Delivered,UPI,Paid,Nikhil Malhotra,Bike,8.3,48.0,,5.0
ORD10135,2024-04-26 00:00:00,CUST2098,Diya Nair,Female,24.0,Chennai,Anna Nagar,R004,Punjabi Tadka,North Indian,4.4,Butter Chicken,Main Course,5.0,260.0,1300.0,Delivered,Debit Card,Paid,Sai Iyer,E-Bike,1.9,19.0,4.0,4.0
ORD10136,2024-11-29 00:00:00,CUST2099,Aditya Iyer,Male,43.0,Delhi,Connaught Place,R009,The Bakers Oven,Bakery,4.0,Croissant,Bakery,1.0,90.0,90.0,Returned,UPI,Refunded,Vivaan Singh,E-Bike,12.8,69.0,,
ORD10137,2024-04-26 05:27:00,CUST2100,Myra Gupta,Male,54.0,Delhi,Rohini,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,3.0,220.0,660.0,Delivered,Wallet,Paid,Myra Pillai,Scooter,1.0,10.0,5.0,3.0
ORD10138,2024-10-25 15:39:00,CUST2031,Manoj Kapoor,,56.0,Mumbai,Malad,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,5.0,120.0,600.0,Delivered,Cash on Delivery,Paid,Vivaan Singh,Scooter,1.6,20.0,4.0,5.0
ORD10139,2024-04-14 00:00:00,CUST2101,Rahul Sharma,Female,58.0,Mumbai,Dadar,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,3.0,210.0,630.0,Delivered,Cash on Delivery,Paid,Myra Pillai,E-Bike,2.0,22.0,3.0,3.0
ORD10140,2024-06-16 09:01:00,CUST2092,Vikram Malhotra,Female,45.0,Chennai,Anna Nagar,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,3.0,210.0,630.0,Delivered,UPI,Paid,Nikhil Malhotra,Scooter,7.1,,3.0,4.0
ORD10141,2024-07-21 00:00:00,CUST2102,Reyansh Sharma,Female,23.0,Mumbai,Malad,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,5.0,240.0,1200.0,Delivered,Cash on Delivery,Paid,Pooja Gupta,E-Bike,6.3,37.0,4.0,5.0
ORD10142,2024-07-04 18:00:00,CUST2049,Vihaan Bose,Male,43.0,,,R003,Dragon Wok,Chinese,4.0,Chicken Manchurian,Main Course,3.0,210.0,630.0,Delivered,Cash on Delivery,Paid,Vivaan Singh,Bicycle,7.0,40.0,3.0,4.0
ORD10143,2024-04-26 16:15:00,CUST2103,Ravi Desai,Female,30.0,Delhi,Saket,R003,Dragon Wok,Chinese,4.0,Chicken Manchurian,Main Course,1.0,210.0,210.0,Delivered,Debit Card,Paid,Ravi Rao,E-Bike,5.6,42.0,5.0,4.0
ORD10144,2024-08-17 00:00:00,CUST2104,Deepak Das,Male,29.0,,,R005,Burger Point,Fast Food,3.9,Veg Burger,Burger,4.0,110.0,440.0,Delivered,Credit Card,Paid,Aditya Menon,Scooter,12.4,59.0,5.0,4.0
ORD10145,2024-06-23 09:36:00,CUST2105,Sunita Sharma,Male,47.0,Pune,Viman Nagar,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,1.0,180.0,180.0,Delivered,Cash on Delivery,Paid,Pooja Gupta,Bicycle,,,5.0,3.0
ORD10146,2024-01-18 04:52:00,CUST2106,Manoj Pillai,Female,52.0,Chennai,Adyar,R009,The Bakers Oven,Bakery,,Chocolate Cake,Desserts,3.0,,,Returned,Wallet,Refunded,Kavya Mukherjee,Bicycle,10.1,53.0,,
ORD10147,2024-07-13 08:40:00,CUST2107,Amit Chatterjee,,24.0,Bangalore,Koramangala,R005,Burger Point,Fast Food,3.9,Cheese Burger,Burger,5.0,130.0,650.0,Returned,Wallet,Refunded,Kiran Desai,Scooter,6.4,43.0,,
ORD10148,2024-02-07 00:00:00,CUST2004,Rohan Menon,Male,28.0,Chennai,Adyar,R002,Pizza Palace,Italian,4.1,Pepperoni Pizza,Pizza,4.0,320.0,1280.0,Delivered,UPI,Paid,Aarav Reddy,Scooter,5.7,39.0,4.0,5.0
ORD10149,2024-06-28 10:39:00,CUST2108,Rahul Iyer,Female,37.0,Bangalore,Electronic City,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,3.0,250.0,750.0,Returned,UPI,Refunded,Reyansh Sharma,Bicycle,8.6,45.0,,
ORD10150,2024-09-02 12:23:00,CUST2052,,Female,40.0,Kolkata,Park Street,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,4.0,140.0,560.0,Delivered,UPI,Paid,Kiran Desai,E-Bike,6.3,37.0,3.0,5.0
ORD10151,2024-11-12 00:00:00,CUST2109,Priya Das,Male,30.0,Delhi,Saket,R005,Burger Point,Fast Food,3.9,Veg Burger,Burger,4.0,110.0,440.0,Delivered,Debit Card,Paid,Suresh Kumar,E-Bike,9.1,51.0,,4.0
ORD10152,2024-03-13 00:00:00,CUST2110,Kiran Joshi,Female,23.0,Pune,Viman Nagar,R006,South Spice,South Indian,4.5,Masala Dosa,Breakfast,2.0,90.0,180.0,Delivered,UPI,Paid,Aarav Reddy,Bicycle,8.1,,5.0,5.0
ORD10153,2024-07-06 21:24:00,CUST2111,Sunita Rao,,49.0,Mumbai,Bandra,R003,Dragon Wok,Chinese,4.0,Chicken Manchurian,Main Course,4.0,210.0,840.0,Delivered,,Paid,Nikhil Malhotra,E-Bike,2.7,28.0,5.0,5.0
ORD10154,2024-07-17 09:03:00,CUST2112,Sanjay Bose,Female,28.0,Bangalore,Jayanagar,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,3.0,220.0,660.0,Delivered,Debit Card,Paid,Vikram Das,Scooter,3.2,26.0,5.0,
ORD10155,2024-05-12 17:49:00,CUST2015,Myra Sharma,Male,60.0,Hyderabad,Banjara Hills,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,3.0,130.0,390.0,Delivered,UPI,Paid,Vikram Das,Bicycle,14.9,68.0,,4.0
ORD10156,2024-03-21 00:00:00,CUST2113,,Female,23.0,Delhi,Saket,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,2.0,90.0,180.0,Returned,Wallet,Refunded,Suresh Kumar,E-Bike,3.2,19.0,,
ORD10157,2024-12-02 00:00:00,CUST2114,Gita Patel,Female,56.0,Chennai,Anna Nagar,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,3.0,100.0,300.0,Delivered,Wallet,Paid,Meera Bose,Bike,2.7,22.0,3.0,4.0
ORD10158,2024-07-19 05:51:00,CUST2115,Aarohi Reddy,Male,38.0,Kolkata,Park Street,R013,Sweet Tooth,Desserts,4.6,Brownie,Desserts,4.0,130.0,520.0,Delivered,Credit Card,Paid,Lakshmi Verma,E-Bike,7.2,48.0,3.0,5.0
ORD10159,2024-04-14 06:56:00,CUST2116,Vikram Bose,Female,38.0,Chennai,T Nagar,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,1.0,210.0,210.0,Returned,Cash on Delivery,Refunded,Vivaan Singh,E-Bike,3.9,24.0,,
ORD10160,2024-06-26 00:00:00,CUST2117,Amit Malhotra,Female,54.0,Hyderabad,Secunderabad,R014,Healthy Bites,Salads,4.2,Fruit Bowl,Salads,3.0,120.0,360.0,Returned,UPI,Refunded,Kavya Mukherjee,E-Bike,1.0,11.0,,
ORD10161,2024-01-21 00:00:00,CUST2055,Suresh Chatterjee,Male,29.0,Hyderabad,Madhapur,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,3.0,,480.0,Cancelled,Debit Card,Refunded,Aarav Reddy,Scooter,2.0,21.0,,
ORD10162,2024-11-30 02:57:00,CUST2118,Myra Chatterjee,Female,59.0,Bangalore,Electronic City,R002,Pizza Palace,Italian,4.1,Margherita Pizza,Pizza,2.0,250.0,500.0,Delivered,UPI,Paid,Manoj Nair,Bicycle,8.2,41.0,4.0,3.0
ORD10163,2024-07-25 00:41:00,CUST2119,Deepak Iyer,Male,32.0,Delhi,Saket,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,1.0,160.0,160.0,Delivered,Debit Card,Paid,Aarohi Patel,E-Bike,11.8,65.0,4.0,3.0
ORD10164,2024-05-16 00:00:00,CUST2120,Sanjay Menon,Male,31.0,Pune,Viman Nagar,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,5.0,,350.0,Returned,Cash on Delivery,Refunded,Vivaan Singh,Bike,2.8,22.0,,
ORD10165,2024-07-09 22:44:00,CUST2121,Ishaan Singh,Female,35.0,Pune,Kothrud,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,5.0,180.0,900.0,Delivered,Wallet,Paid,Nikhil Malhotra,Scooter,3.7,,,4.0
ORD10166,2024-11-30 07:22:00,CUST2115,Aarohi Reddy,Male,38.0,,Park Street,R008,Taco Fiesta,Mexican,3.8,Nachos,Starters,1.0,180.0,180.0,Cancelled,Cash on Delivery,Refunded,Meera Bose,Bike,14.8,85.0,,
ORD10167,2024-09-01 00:00:00,CUST2122,Priya Malhotra,Female,29.0,Kolkata,Ballygunge,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,1.0,90.0,90.0,Delivered,UPI,Paid,Sai Iyer,Bicycle,1.4,17.0,5.0,4.0
ORD10168,2024-04-30 10:59:00,CUST2123,Pooja Pillai,Female,23.0,Pune,Kharadi,R009,The Bakers Oven,Bakery,4.0,Cupcake,Desserts,2.0,80.0,160.0,Delivered,UPI,Paid,Vivaan Singh,Bicycle,14.6,63.0,5.0,3.0
ORD10169,2024-07-19 00:00:00,CUST2124,Vihaan Singh,Male,23.0,Delhi,Saket,R008,Taco Fiesta,Mexican,3.8,Burrito Bowl,Main Course,5.0,240.0,1200.0,Delivered,,Paid,Kavya Mukherjee,Bike,10.9,60.0,4.0,5.0
ORD10170,2024-07-17 00:00:00,CUST2125,Ananya Menon,Female,26.0,Pune,Hinjewadi,R012,Noodle Story,Chinese,3.7,Veg Noodles,Noodles,1.0,160.0,160.0,Delivered,Cash on Delivery,Paid,Meera Bose,Bike,4.5,35.0,5.0,
ORD10171,2024-07-02 00:00:00,CUST2126,Anil Rao,Female,41.0,Hyderabad,Banjara Hills,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,5.0,90.0,450.0,Returned,UPI,Refunded,Meera Bose,Bike,1.4,14.0,,
ORD10172,2024-01-18 00:00:00,CUST2127,Diya Verma,Male,53.0,Kolkata,Ballygunge,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,2.0,220.0,440.0,Delivered,Debit Card,Paid,Vivaan Singh,Scooter,2.5,17.0,4.0,5.0
ORD10173,2024-11-10 00:00:00,CUST2128,Vikram Kumar,Male,,,Andheri,R009,The Bakers Oven,Bakery,4.0,Croissant,Bakery,1.0,90.0,90.0,Delivered,Credit Card,Paid,Manoj Nair,Scooter,11.3,53.0,5.0,
ORD10174,2024-03-10 09:04:00,CUST2129,Rohan Sharma,Male,44.0,Bangalore,Indiranagar,R009,The Bakers Oven,Bakery,,Croissant,Bakery,1.0,90.0,90.0,Delivered,UPI,Paid,Pooja Gupta,Bike,3.7,29.0,3.0,4.0
ORD10175,2024-08-17 20:52:00,CUST2012,Aditya Sharma,Female,39.0,Kolkata,Park Street,R015,Chaat Corner,Street Food,4.0,Vada Pav,Street Food,4.0,50.0,200.0,Returned,Debit Card,Refunded,Vivaan Singh,Bike,8.0,47.0,,
ORD10176,2024-11-02 00:48:00,CUST2130,Ishaan Singh,Female,36.0,Mumbai,Powai,R015,Chaat Corner,Street Food,4.0,Bhel Puri,Street Food,3.0,70.0,210.0,Delivered,Cash on Delivery,Paid,Reyansh Sharma,Bike,14.2,66.0,3.0,4.0
ORD10177,2024-01-16 00:00:00,CUST2120,Sanjay Menon,Male,31.0,Pune,Hinjewadi,R007,Sushi Yama,Japanese,4.2,California Roll,Sushi,5.0,320.0,1600.0,Delivered,Credit Card,Paid,Pooja Gupta,E-Bike,4.6,23.0,4.0,5.0
ORD10178,2024-10-17 00:00:00,CUST2084,Aarohi Verma,Male,60.0,Chennai,Anna Nagar,R002,Pizza Palace,Italian,4.1,Pasta Alfredo,Pasta,2.0,240.0,480.0,Delivered,Cash on Delivery,Paid,Pooja Gupta,Scooter,12.4,62.0,5.0,5.0
ORD10179,2024-03-17 19:10:00,CUST2131,Vikram Nair,Male,26.0,Bangalore,Koramangala,R001,Biryani Blues,Biryani,4.3,Chicken Biryani,Main Course,2.0,220.0,440.0,Cancelled,Cash on Delivery,Failed,Vivaan Singh,Scooter,13.8,65.0,,
ORD10180,2024-04-18 16:26:00,CUST2132,,Female,39.0,Bangalore,Koramangala,R008,Taco Fiesta,Mexican,3.8,Chicken Tacos,Main Course,2.0,210.0,420.0,Delivered,Cash on Delivery,Paid,Anika Kapoor,Bike,6.2,35.0,,
ORD10181,2024-09-01 00:00:00,CUST2133,Aditya Desai,Male,57.0,Chennai,Anna Nagar,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,4.0,220.0,880.0,Delivered,Wallet,Paid,Krishna Chatterjee,Bike,4.8,25.0,5.0,
ORD10182,2024-11-10 00:00:00,CUST2134,Sneha Menon,Male,48.0,Chennai,Adyar,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,5.0,100.0,500.0,Delivered,Cash on Delivery,Paid,Myra Pillai,Bike,5.3,34.0,4.0,3.0
ORD10183,2024-08-18 00:00:00,CUST2135,Manoj Singh,Female,28.0,Bangalore,Indiranagar,R011,Curry House,North Indian,4.1,Butter Chicken,Main Course,3.0,260.0,780.0,Delivered,UPI,Paid,Manoj Nair,E-Bike,5.8,43.0,4.0,4.0
ORD10184,2024-07-04 00:00:00,CUST2136,Manoj Sharma,Female,40.0,Chennai,OMR,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,2.0,140.0,280.0,Delivered,Wallet,Paid,Myra Pillai,E-Bike,1.3,15.0,3.0,5.0
ORD10185,2024-09-30 14:46:00,CUST2052,Krishna Chatterjee,Female,40.0,Kolkata,Park Street,R006,South Spice,South Indian,4.5,Uttapam,Breakfast,2.0,100.0,200.0,Delivered,,Paid,Aarohi Patel,Bicycle,11.8,74.0,3.0,4.0
ORD10186,2024-04-29 03:47:00,CUST2137,Manoj Nair,Female,39.0,Mumbai,Powai,R003,Dragon Wok,Chinese,4.0,Veg Noodles,Noodles,4.0,160.0,640.0,Returned,Cash on Delivery,Refunded,Myra Pillai,Scooter,4.0,25.0,,
ORD10187,2024-05-08 00:00:00,CUST2138,Ishaan Rao,Female,18.0,Pune,Kharadi,R007,Sushi Yama,Japanese,4.2,Miso Soup,Starters,1.0,150.0,150.0,Cancelled,Wallet,Failed,Suresh Kumar,Bicycle,9.9,46.0,,
ORD10188,2024-05-29 00:00:00,CUST2139,Neha Das,,28.0,Pune,Kothrud,R014,Healthy Bites,Salads,,Quinoa Salad,Salads,3.0,,630.0,Delivered,,Paid,Ishaan Joshi,Bicycle,10.6,57.0,3.0,3.0
ORD10189,,CUST2140,Ananya Chatterjee,Female,49.0,Delhi,Rohini,R009,The Bakers Oven,Bakery,,Croissant,Bakery,1.0,90.0,90.0,Delivered,Wallet,Paid,Myra Pillai,E-Bike,1.8,17.0,4.0,4.0
ORD10190,2024-02-03 00:00:00,CUST2044,Myra Desai,Female,40.0,Hyderabad,Kukatpally,R003,Dragon Wok,Chinese,4.0,Spring Rolls,Starters,1.0,140.0,140.0,Delivered,UPI,Paid,Suresh Kumar,E-Bike,10.8,58.0,5.0,5.0
ORD10191,2024-11-22 04:00:00,CUST2085,Deepak Gupta,Female,,Mumbai,,R004,Punjabi Tadka,North Indian,4.4,Paneer Tikka,Starters,5.0,220.0,1100.0,Returned,Wallet,Refunded,Pooja Gupta,Scooter,4.2,25.0,,
ORD10192,2024-10-31 19:34:00,CUST2141,Priya Sharma,Male,45.0,,Whitefield,R014,Healthy Bites,Salads,4.2,Quinoa Salad,Salads,5.0,210.0,1050.0,Delivered,Credit Card,Paid,Nikhil Malhotra,Bicycle,3.2,18.0,3.0,4.0
ORD10193,2024-02-28 00:00:00,CUST2142,Anika Iyer,Female,,Chennai,Adyar,R003,Dragon Wok,Chinese,4.0,Chicken Manchurian,Main Course,4.0,210.0,840.0,Delivered,Credit Card,Paid,Krishna Chatterjee,Scooter,7.0,41.0,5.0,3.0
ORD10194,2024-07-13 23:55:00,CUST2143,Sai Menon,Male,52.0,Delhi,Karol Bagh,R004,Punjabi Tadka,North Indian,4.4,Dal Makhani,Main Course,1.0,180.0,180.0,Delivered,Wallet,Paid,Vikram Das,E-Bike,8.9,43.0,5.0,3.0
ORD10195,2024-12-19 17:18:00,CUST2144,Krishna Mukherjee,Male,,Hyderabad,Madhapur,R013,Sweet Tooth,Desserts,4.6,Gulab Jamun,Desserts,2.0,90.0,180.0,Delivered,Cash on Delivery,Paid,,Bicycle,15.0,84.0,4.0,4.0
ORD10196,2024-06-08 12:35:00,CUST2145,Sai Pillai,Male,53.0,Delhi,Karol Bagh,R006,South Spice,South Indian,,Idli Sambar,Breakfast,5.0,70.0,350.0,Delivered,UPI,Paid,Kavya Mukherjee,E-Bike,2.9,24.0,3.0,3.0
ORD10197,2024-02-06 17:03:00,CUST2146,Gita Menon,,44.0,Mumbai,Dadar,R011,Curry House,North Indian,4.1,Paneer Tikka,Starters,5.0,220.0,1100.0,Delivered,Cash on Delivery,Paid,Myra Pillai,Scooter,,42.0,5.0,3.0
ORD10198,2024-10-10 00:54:00,CUST2147,Aarohi Verma,Female,48.0,Mumbai,Powai,R001,Biryani Blues,Biryani,4.3,Mutton Biryani,Main Course,3.0,280.0,840.0,Delivered,Debit Card,Paid,Kavya Mukherjee,Bicycle,2.7,24.0,4.0,4.0
ORD10199,2024-12-01 05:48:00,CUST2148,Aadhya Mukherjee,Male,,Kolkata,Ballygunge,R012,Noodle Story,Chinese,3.7,Chicken Manchurian,Main Course,5.0,210.0,1050.0,Delivered,UPI,Paid,Vivaan Singh,Scooter,10.9,59.0,5.0,
